"가구구분코드","가구원수","세대구분코드","가구주_성별코드","가구주_연령","가구원2_성별코드","가구원2_연령","가구원3_성별코드","가구원3_연령","가구원4_성별코드","가구원4_연령","가구원5_성별코드","가구원5_연령","가구원6_성별코드","가구원6_연령","가구원7_성별코드","가구원7_연령","가구원8_성별코드","가구원8_연령","가구원9_성별코드","가구원9_연령","거처구분코드","소득구간코드","가계지출금액","가계지출_소비지출금액","가구일련번호"
1,1,1,2,45,,,,,,,,,,,,,,,,,1,5,4603069,3793359,12414
1,1,1,2,45,,,,,,,,,,,,,,,,,2,3,2015061,1456009,02764
1,1,1,2,45,,,,,,,,,,,,,,,,,2,4,2111775,1569496,02167
1,1,1,2,45,,,,,,,,,,,,,,,,,2,4,2621947,2092817,05462
1,1,1,2,45,,,,,,,,,,,,,,,,,2,6,2922464,1816681,05897
1,1,1,2,45,,,,,,,,,,,,,,,,,6,1,1463966,1093766,13230
1,1,1,2,45,,,,,,,,,,,,,,,,,6,2,1242618,1180868,01496
1,1,1,2,45,,,,,,,,,,,,,,,,,6,4,2783245,1900579,01062
1,1,1,2,45,,,,,,,,,,,,,,,,,6,8,5340903,1450767,09272
1,1,1,2,46,,,,,,,,,,,,,,,,,1,2,1326947,1304608,00285
1,1,1,2,46,,,,,,,,,,,,,,,,,1,2,1652904,1536714,08439
1,1,1,2,46,,,,,,,,,,,,,,,,,1,3,1044986,1022846,09023
1,1,1,2,46,,,,,,,,,,,,,,,,,1,3,2683800,2239355,13014
1,1,1,2,46,,,,,,,,,,,,,,,,,1,4,3102211,2031933,03140
1,1,1,2,46,,,,,,,,,,,,,,,,,2,2,837537,658371,07302
1,1,1,2,46,,,,,,,,,,,,,,,,,2,5,8282187,3372876,08563
1,1,1,2,46,,,,,,,,,,,,,,,,,2,7,6339793,4496489,09469
1,1,1,2,46,,,,,,,,,,,,,,,,,2,8,5684138,3075387,09905
1,1,1,2,47,,,,,,,,,,,,,,,,,1,1,2173598,2012299,08477
1,1,1,2,47,,,,,,,,,,,,,,,,,1,3,1614572,1384157,11655
1,1,1,2,47,,,,,,,,,,,,,,,,,1,3,1857059,1723809,07972
1,1,1,2,47,,,,,,,,,,,,,,,,,1,5,1944971,1468671,03911
1,1,1,2,47,,,,,,,,,,,,,,,,,2,2,1692057,1497517,06124
1,1,1,2,47,,,,,,,,,,,,,,,,,2,3,1370837,780487,00634
1,1,1,2,47,,,,,,,,,,,,,,,,,2,3,1431860,887213,09095
1,1,1,2,47,,,,,,,,,,,,,,,,,2,6,2529421,1733888,10512
1,1,1,2,47,,,,,,,,,,,,,,,,,2,8,5972817,3918372,07695
1,1,1,2,47,,,,,,,,,,,,,,,,,2,8,9884328,6399353,05776
1,1,1,2,47,,,,,,,,,,,,,,,,,4,4,1943648,962863,00711
1,1,1,2,47,,,,,,,,,,,,,,,,,6,3,1147294,965224,02143
1,1,1,2,47,,,,,,,,,,,,,,,,,6,6,4503184,3976545,01138
1,1,1,2,48,,,,,,,,,,,,,,,,,1,2,1382979,992364,01148
1,1,1,2,48,,,,,,,,,,,,,,,,,1,2,1557268,1365313,00140
1,1,1,2,48,,,,,,,,,,,,,,,,,2,3,1339634,833131,08610
1,1,1,2,48,,,,,,,,,,,,,,,,,2,4,2663518,1791147,07968
1,1,1,2,48,,,,,,,,,,,,,,,,,2,5,3664245,2206267,03975
1,1,1,2,48,,,,,,,,,,,,,,,,,2,8,3841120,1903527,08751
1,1,1,2,49,,,,,,,,,,,,,,,,,1,3,1590885,1491608,06039
1,1,1,2,49,,,,,,,,,,,,,,,,,1,3,2215592,1681965,09719
1,1,1,2,49,,,,,,,,,,,,,,,,,1,4,4567125,4029913,07394
1,1,1,2,49,,,,,,,,,,,,,,,,,1,8,5236787,2798702,08240
1,1,1,2,49,,,,,,,,,,,,,,,,,2,3,1636433,1026776,03875
1,1,1,2,49,,,,,,,,,,,,,,,,,2,3,2066495,1688512,06665
1,1,1,2,49,,,,,,,,,,,,,,,,,2,3,2221250,1313325,03885
1,1,1,2,49,,,,,,,,,,,,,,,,,2,5,2992057,2228629,06432
1,1,1,2,49,,,,,,,,,,,,,,,,,3,3,2031777,1427477,13096
1,1,1,2,49,,,,,,,,,,,,,,,,,4,3,2037519,1470864,03586
1,1,1,2,50,,,,,,,,,,,,,,,,,1,3,1649117,1247939,02714
1,1,1,2,50,,,,,,,,,,,,,,,,,1,4,1767669,1291489,08587
1,1,1,2,50,,,,,,,,,,,,,,,,,1,4,2901454,2298260,09306
1,1,1,2,50,,,,,,,,,,,,,,,,,1,4,3504803,2121138,04194
1,1,1,2,50,,,,,,,,,,,,,,,,,2,3,1603496,1108866,13262
1,1,1,2,50,,,,,,,,,,,,,,,,,2,3,1753838,1485128,08417
1,1,1,2,50,,,,,,,,,,,,,,,,,2,3,2153712,1583212,05520
1,1,1,2,50,,,,,,,,,,,,,,,,,2,3,2188002,1492102,04346
1,1,1,2,50,,,,,,,,,,,,,,,,,2,4,2509936,1411771,13209
1,1,1,2,50,,,,,,,,,,,,,,,,,2,4,3887249,2844497,08586
1,1,1,2,50,,,,,,,,,,,,,,,,,2,5,3278983,2182013,10742
1,1,1,2,50,,,,,,,,,,,,,,,,,2,6,4349107,2938871,04680
1,1,1,2,51,,,,,,,,,,,,,,,,,1,2,1512759,1500209,09648
1,1,1,2,51,,,,,,,,,,,,,,,,,1,3,1509270,1133104,08394
1,1,1,2,51,,,,,,,,,,,,,,,,,1,3,2385906,1620391,08135
1,1,1,2,51,,,,,,,,,,,,,,,,,1,4,2393617,1755487,02629
1,1,1,2,51,,,,,,,,,,,,,,,,,1,4,2853665,1944094,08737
1,1,1,2,51,,,,,,,,,,,,,,,,,1,5,3859704,3138704,10775
1,1,1,2,51,,,,,,,,,,,,,,,,,1,5,4603455,3468271,02155
1,1,1,2,51,,,,,,,,,,,,,,,,,1,8,8663069,6032627,12638
1,1,1,2,51,,,,,,,,,,,,,,,,,2,3,1260048,1103608,09850
1,1,1,2,51,,,,,,,,,,,,,,,,,2,4,1899492,1803653,04373
1,1,1,2,51,,,,,,,,,,,,,,,,,2,4,3411845,2642250,07556
1,1,1,2,51,,,,,,,,,,,,,,,,,2,6,3403789,2320050,13383
1,1,1,2,51,,,,,,,,,,,,,,,,,2,7,5294274,4443909,05114
1,1,1,2,51,,,,,,,,,,,,,,,,,2,8,5797217,2700600,06764
1,1,1,2,51,,,,,,,,,,,,,,,,,2,8,5921942,3404115,05811
1,1,1,2,51,,,,,,,,,,,,,,,,,3,4,3390937,3207137,11150
1,1,1,2,51,,,,,,,,,,,,,,,,,4,4,2131244,1755727,07896
1,1,1,2,52,,,,,,,,,,,,,,,,,1,2,2552034,2171117,10716
1,1,1,2,52,,,,,,,,,,,,,,,,,1,3,2006767,1345602,01459
1,1,1,2,52,,,,,,,,,,,,,,,,,1,3,2448201,1883549,01645
1,1,1,2,52,,,,,,,,,,,,,,,,,1,4,2189617,1420637,01987
1,1,1,2,52,,,,,,,,,,,,,,,,,1,5,2786837,2230380,12630
1,1,1,2,52,,,,,,,,,,,,,,,,,1,7,14025311,12027832,09721
1,1,1,2,52,,,,,,,,,,,,,,,,,2,2,1795524,1387067,10589
1,1,1,2,52,,,,,,,,,,,,,,,,,2,3,1514343,1174746,08753
1,1,1,2,52,,,,,,,,,,,,,,,,,2,3,2186425,1795241,12209
1,1,1,2,52,,,,,,,,,,,,,,,,,2,3,3265050,2232043,06019
1,1,1,2,52,,,,,,,,,,,,,,,,,2,5,3115417,1903732,10522
1,1,1,2,52,,,,,,,,,,,,,,,,,2,6,4755563,3497552,07403
1,1,1,2,52,,,,,,,,,,,,,,,,,4,3,1795845,1205132,03549
1,1,1,2,53,,,,,,,,,,,,,,,,,1,2,1919372,1515585,06522
1,1,1,2,53,,,,,,,,,,,,,,,,,1,2,2512794,2116794,00503
1,1,1,2,53,,,,,,,,,,,,,,,,,1,2,2886356,2479314,01373
1,1,1,2,53,,,,,,,,,,,,,,,,,1,3,1513478,1185096,01282
1,1,1,2,53,,,,,,,,,,,,,,,,,1,5,3144534,2099894,01693
1,1,1,2,53,,,,,,,,,,,,,,,,,2,3,1858436,1051709,00561
1,1,1,2,53,,,,,,,,,,,,,,,,,2,3,2065038,1534098,11619
1,1,1,2,53,,,,,,,,,,,,,,,,,2,3,907751,632860,00499
1,1,1,2,53,,,,,,,,,,,,,,,,,2,5,3968757,3162837,11232
1,1,1,2,53,,,,,,,,,,,,,,,,,2,8,4318519,1854236,00363
1,1,1,2,53,,,,,,,,,,,,,,,,,2,8,4636515,2059097,00753
1,1,1,2,53,,,,,,,,,,,,,,,,,3,3,1445438,1038775,01877
1,1,1,2,54,,,,,,,,,,,,,,,,,1,2,1411350,1262127,08640
1,1,1,2,54,,,,,,,,,,,,,,,,,1,2,1432844,1182399,05104
1,1,1,2,54,,,,,,,,,,,,,,,,,1,2,927048,914498,09647
1,1,1,2,54,,,,,,,,,,,,,,,,,1,3,1406052,1180928,12454
1,1,1,2,54,,,,,,,,,,,,,,,,,1,4,3269568,2950926,08918
1,1,1,2,54,,,,,,,,,,,,,,,,,1,5,2431257,1212746,12492
1,1,1,2,54,,,,,,,,,,,,,,,,,1,5,2789873,1664873,05988
1,1,1,2,54,,,,,,,,,,,,,,,,,2,3,1435819,1043932,02967
1,1,1,2,54,,,,,,,,,,,,,,,,,2,4,2063029,1204563,02384
1,1,1,2,54,,,,,,,,,,,,,,,,,2,4,2063455,1709845,12381
1,1,1,2,54,,,,,,,,,,,,,,,,,2,4,2536695,1751007,08228
1,1,1,2,54,,,,,,,,,,,,,,,,,2,4,2683449,1869331,03861
1,1,1,2,54,,,,,,,,,,,,,,,,,2,4,3099912,1981387,10905
1,1,1,2,54,,,,,,,,,,,,,,,,,2,5,2896936,2446608,03201
1,1,1,2,54,,,,,,,,,,,,,,,,,3,3,1446379,1080509,01652
1,1,1,2,54,,,,,,,,,,,,,,,,,4,3,1856747,1447706,03035
1,1,1,2,54,,,,,,,,,,,,,,,,,4,3,1993161,1450376,00415
1,1,1,2,54,,,,,,,,,,,,,,,,,4,5,2410736,1469941,03112
1,1,1,2,55,,,,,,,,,,,,,,,,,1,1,1070519,845204,06217
1,1,1,2,55,,,,,,,,,,,,,,,,,1,2,1444764,1159319,00461
1,1,1,2,55,,,,,,,,,,,,,,,,,1,3,1743330,1352492,10006
1,1,1,2,55,,,,,,,,,,,,,,,,,1,3,3295770,1846234,11898
1,1,1,2,55,,,,,,,,,,,,,,,,,1,4,3444110,2972214,09374
1,1,1,2,55,,,,,,,,,,,,,,,,,1,5,3328974,2003214,13008
1,1,1,2,55,,,,,,,,,,,,,,,,,1,5,3811360,1983993,11686
1,1,1,2,55,,,,,,,,,,,,,,,,,2,2,955347,694237,02389
1,1,1,2,55,,,,,,,,,,,,,,,,,2,3,1760214,1257770,01642
1,1,1,2,55,,,,,,,,,,,,,,,,,2,3,2003200,1655700,01539
1,1,1,2,55,,,,,,,,,,,,,,,,,2,3,2454121,1872495,02830
1,1,1,2,55,,,,,,,,,,,,,,,,,2,3,2565154,2025604,10497
1,1,1,2,55,,,,,,,,,,,,,,,,,2,3,2825681,2241164,07340
1,1,1,2,55,,,,,,,,,,,,,,,,,2,3,2908632,2388329,05082
1,1,1,2,55,,,,,,,,,,,,,,,,,2,4,1908073,1414163,12442
1,1,1,2,55,,,,,,,,,,,,,,,,,2,4,2681258,2266165,08674
1,1,1,2,55,,,,,,,,,,,,,,,,,2,5,4089343,2861885,00094
1,1,1,2,55,,,,,,,,,,,,,,,,,2,7,5186666,2256554,02581
1,1,1,2,55,,,,,,,,,,,,,,,,,4,6,5030835,2755983,10558
1,1,1,2,55,,,,,,,,,,,,,,,,,6,4,2567115,1444193,00110
1,1,1,2,56,,,,,,,,,,,,,,,,,1,1,1755650,1627074,08622
1,1,1,2,56,,,,,,,,,,,,,,,,,1,2,2423975,2156635,05071
1,1,1,2,56,,,,,,,,,,,,,,,,,1,4,1704058,1263853,09884
1,1,1,2,56,,,,,,,,,,,,,,,,,2,3,1816697,1298738,11451
1,1,1,2,56,,,,,,,,,,,,,,,,,2,3,1958191,1206841,10808
1,1,1,2,56,,,,,,,,,,,,,,,,,2,3,2214070,1536144,10164
1,1,1,2,56,,,,,,,,,,,,,,,,,2,3,2333430,1753023,02685
1,1,1,2,56,,,,,,,,,,,,,,,,,2,4,1953552,1507752,11426
1,1,1,2,56,,,,,,,,,,,,,,,,,2,4,3417223,3027328,09920
1,1,1,2,56,,,,,,,,,,,,,,,,,2,5,2679365,1667195,05385
1,1,1,2,56,,,,,,,,,,,,,,,,,2,6,2935623,2388030,13186
1,1,1,2,56,,,,,,,,,,,,,,,,,2,7,5026270,4034504,01980
1,1,1,2,56,,,,,,,,,,,,,,,,,2,8,3815904,2743753,01474
1,1,1,2,56,,,,,,,,,,,,,,,,,2,8,5897583,3758802,07828
1,1,1,2,57,,,,,,,,,,,,,,,,,1,1,625614,592281,00152
1,1,1,2,57,,,,,,,,,,,,,,,,,1,3,1133759,814352,02394
1,1,1,2,57,,,,,,,,,,,,,,,,,1,3,1218093,959382,11422
1,1,1,2,57,,,,,,,,,,,,,,,,,1,3,1453229,963366,09828
1,1,1,2,57,,,,,,,,,,,,,,,,,1,3,2081480,1503330,00335
1,1,1,2,57,,,,,,,,,,,,,,,,,1,3,3101582,1653919,02894
1,1,1,2,57,,,,,,,,,,,,,,,,,1,4,2283503,1405731,05508
1,1,1,2,57,,,,,,,,,,,,,,,,,1,4,2603479,2095369,09720
1,1,1,2,57,,,,,,,,,,,,,,,,,1,4,2731059,2288615,09033
1,1,1,2,57,,,,,,,,,,,,,,,,,2,1,988066,929654,09810
1,1,1,2,57,,,,,,,,,,,,,,,,,2,2,1349390,1069583,04792
1,1,1,2,57,,,,,,,,,,,,,,,,,2,2,1685132,1230862,03499
1,1,1,2,57,,,,,,,,,,,,,,,,,2,2,891377,682010,02237
1,1,1,2,57,,,,,,,,,,,,,,,,,2,2,892046,652110,04651
1,1,1,2,57,,,,,,,,,,,,,,,,,2,3,2050964,1379434,08489
1,1,1,2,57,,,,,,,,,,,,,,,,,2,3,2191580,1757497,07378
1,1,1,2,57,,,,,,,,,,,,,,,,,2,4,2169758,871163,01101
1,1,1,2,57,,,,,,,,,,,,,,,,,2,4,2563658,1620251,07051
1,1,1,2,57,,,,,,,,,,,,,,,,,2,5,1981536,1111676,05335
1,1,1,2,57,,,,,,,,,,,,,,,,,2,5,4058703,3186368,00428
1,1,1,2,57,,,,,,,,,,,,,,,,,2,7,2752783,1762121,12877
1,1,1,2,57,,,,,,,,,,,,,,,,,2,8,4707923,2520445,00112
1,1,1,2,57,,,,,,,,,,,,,,,,,3,3,1341411,995293,08239
1,1,1,2,57,,,,,,,,,,,,,,,,,3,4,2321919,1833164,13048
1,1,1,2,57,,,,,,,,,,,,,,,,,4,1,335930,306622,06582
1,1,1,2,57,,,,,,,,,,,,,,,,,4,3,1620159,1116905,13138
1,1,1,2,57,,,,,,,,,,,,,,,,,4,3,2243477,1544689,01007
1,1,1,2,57,,,,,,,,,,,,,,,,,6,4,8105644,6260404,00107
1,1,1,2,58,,,,,,,,,,,,,,,,,1,1,567572,467868,04618
1,1,1,2,58,,,,,,,,,,,,,,,,,1,2,1145921,1105001,07687
1,1,1,2,58,,,,,,,,,,,,,,,,,1,2,1216818,1059964,08275
1,1,1,2,58,,,,,,,,,,,,,,,,,1,2,1453967,1279164,03472
1,1,1,2,58,,,,,,,,,,,,,,,,,1,2,1619964,1404003,07221
1,1,1,2,58,,,,,,,,,,,,,,,,,1,2,2210960,2013920,01577
1,1,1,2,58,,,,,,,,,,,,,,,,,1,4,2310408,1415113,08435
1,1,1,2,58,,,,,,,,,,,,,,,,,1,5,1986551,1582064,00671
1,1,1,2,58,,,,,,,,,,,,,,,,,2,1,1357797,1198849,10482
1,1,1,2,58,,,,,,,,,,,,,,,,,2,3,1519237,1232072,04238
1,1,1,2,58,,,,,,,,,,,,,,,,,2,3,1604483,1174496,10698
1,1,1,2,58,,,,,,,,,,,,,,,,,2,3,1735374,1309494,02766
1,1,1,2,58,,,,,,,,,,,,,,,,,2,3,1791885,1126218,10813
1,1,1,2,58,,,,,,,,,,,,,,,,,2,3,1855454,1383324,00388
1,1,1,2,58,,,,,,,,,,,,,,,,,2,3,2327572,1921002,03973
1,1,1,2,58,,,,,,,,,,,,,,,,,2,3,2431187,1225324,10429
1,1,1,2,58,,,,,,,,,,,,,,,,,2,3,2483109,2098086,00791
1,1,1,2,58,,,,,,,,,,,,,,,,,2,3,2667118,2248831,01890
1,1,1,2,58,,,,,,,,,,,,,,,,,2,4,2246333,1528744,00365
1,1,1,2,58,,,,,,,,,,,,,,,,,2,4,2848054,1985379,08154
1,1,1,2,58,,,,,,,,,,,,,,,,,2,5,2396233,1576311,02802
1,1,1,2,58,,,,,,,,,,,,,,,,,2,5,2644057,1818942,02997
1,1,1,2,58,,,,,,,,,,,,,,,,,2,6,2643374,2084004,09425
1,1,1,2,58,,,,,,,,,,,,,,,,,2,6,4006820,3362714,06775
1,1,1,2,58,,,,,,,,,,,,,,,,,2,8,5858747,4468380,02293
1,1,1,2,58,,,,,,,,,,,,,,,,,2,8,8138342,5829313,06297
1,1,1,2,58,,,,,,,,,,,,,,,,,4,2,1476118,1053333,09844
1,1,1,2,58,,,,,,,,,,,,,,,,,4,3,2102606,1847100,07575
1,1,1,2,58,,,,,,,,,,,,,,,,,4,3,2141287,1779765,03722
1,1,1,2,58,,,,,,,,,,,,,,,,,4,4,3089396,1442406,13133
1,1,1,2,59,,,,,,,,,,,,,,,,,1,2,1195328,1053818,01149
1,1,1,2,59,,,,,,,,,,,,,,,,,1,2,1196012,1001252,08315
1,1,1,2,59,,,,,,,,,,,,,,,,,1,2,873110,844967,06262
1,1,1,2,59,,,,,,,,,,,,,,,,,1,3,1594038,1179916,02231
1,1,1,2,59,,,,,,,,,,,,,,,,,1,3,1651928,1615433,06892
1,1,1,2,59,,,,,,,,,,,,,,,,,1,3,3067882,2774721,02576
1,1,1,2,59,,,,,,,,,,,,,,,,,1,4,1453258,1245928,04057
1,1,1,2,59,,,,,,,,,,,,,,,,,1,4,2300609,1713779,02196
1,1,1,2,59,,,,,,,,,,,,,,,,,2,1,995839,959172,02957
1,1,1,2,59,,,,,,,,,,,,,,,,,2,2,1745081,1246348,11124
1,1,1,2,59,,,,,,,,,,,,,,,,,2,3,1509420,897555,06916
1,1,1,2,59,,,,,,,,,,,,,,,,,2,3,1954887,1335770,07560
1,1,1,2,59,,,,,,,,,,,,,,,,,2,4,2425393,1975106,06543
1,1,1,2,59,,,,,,,,,,,,,,,,,2,7,3498077,1913977,12732
1,1,1,2,59,,,,,,,,,,,,,,,,,3,4,1546530,803993,09892
1,1,1,2,59,,,,,,,,,,,,,,,,,4,3,1459397,1185921,06359
1,1,1,2,59,,,,,,,,,,,,,,,,,4,3,1902278,1002881,03109
1,1,1,2,59,,,,,,,,,,,,,,,,,4,3,907331,641497,00590
1,1,1,2,60,,,,,,,,,,,,,,,,,1,2,1082010,1045818,11279
1,1,1,2,60,,,,,,,,,,,,,,,,,1,2,1499319,1425331,10546
1,1,1,2,60,,,,,,,,,,,,,,,,,1,2,938625,697545,12901
1,1,1,2,60,,,,,,,,,,,,,,,,,1,3,1340471,880984,03268
1,1,1,2,60,,,,,,,,,,,,,,,,,1,3,1652204,1371764,11675
1,1,1,2,60,,,,,,,,,,,,,,,,,1,3,1837059,1604019,05079
1,1,1,2,60,,,,,,,,,,,,,,,,,1,3,1956400,1241143,00398
1,1,1,2,60,,,,,,,,,,,,,,,,,1,5,2514453,1761918,02079
1,1,1,2,60,,,,,,,,,,,,,,,,,2,1,1233239,1127775,13257
1,1,1,2,60,,,,,,,,,,,,,,,,,2,1,1294453,1205184,01545
1,1,1,2,60,,,,,,,,,,,,,,,,,2,2,1174031,813852,06769
1,1,1,2,60,,,,,,,,,,,,,,,,,2,2,2100442,1348400,02962
1,1,1,2,60,,,,,,,,,,,,,,,,,2,3,1676060,1472458,03513
1,1,1,2,60,,,,,,,,,,,,,,,,,2,3,1794846,1607439,04506
1,1,1,2,60,,,,,,,,,,,,,,,,,2,3,1895292,1726646,03976
1,1,1,2,60,,,,,,,,,,,,,,,,,2,3,2070059,1896393,04443
1,1,1,2,60,,,,,,,,,,,,,,,,,2,4,1997167,1590737,08351
1,1,1,2,60,,,,,,,,,,,,,,,,,3,3,1362473,1268873,11365
1,1,1,2,60,,,,,,,,,,,,,,,,,3,4,2515743,1662888,09548
1,1,1,2,60,,,,,,,,,,,,,,,,,4,3,1244884,1088744,03036
1,1,1,2,60,,,,,,,,,,,,,,,,,4,3,2759479,2451366,12365
1,1,1,2,60,,,,,,,,,,,,,,,,,6,3,2691334,1792360,02152
1,1,1,2,61,,,,,,,,,,,,,,,,,1,2,1298357,1265024,06178
1,1,1,2,61,,,,,,,,,,,,,,,,,1,2,1341250,1211500,01968
1,1,1,2,61,,,,,,,,,,,,,,,,,1,3,1747803,1477632,11857
1,1,1,2,61,,,,,,,,,,,,,,,,,1,4,1498541,1045004,00901
1,1,1,2,61,,,,,,,,,,,,,,,,,1,5,4539443,3378643,03795
1,1,1,2,61,,,,,,,,,,,,,,,,,2,1,1133826,1020493,04350
1,1,1,2,61,,,,,,,,,,,,,,,,,2,2,1065829,882226,08346
1,1,1,2,61,,,,,,,,,,,,,,,,,2,2,1220046,1176734,06662
1,1,1,2,61,,,,,,,,,,,,,,,,,2,2,1432796,1239466,08023
1,1,1,2,61,,,,,,,,,,,,,,,,,2,2,1754588,1437423,00164
1,1,1,2,61,,,,,,,,,,,,,,,,,2,3,1010883,866496,10032
1,1,1,2,61,,,,,,,,,,,,,,,,,2,3,1205902,1022484,04649
1,1,1,2,61,,,,,,,,,,,,,,,,,2,3,1457401,1115695,11029
1,1,1,2,61,,,,,,,,,,,,,,,,,2,3,1618155,1056882,10907
1,1,1,2,61,,,,,,,,,,,,,,,,,2,3,1998317,935508,09899
1,1,1,2,61,,,,,,,,,,,,,,,,,2,3,2257701,1691059,07826
1,1,1,2,61,,,,,,,,,,,,,,,,,2,4,2400222,1389674,04068
1,1,1,2,61,,,,,,,,,,,,,,,,,2,4,2486202,2018713,10731
1,1,1,2,61,,,,,,,,,,,,,,,,,2,4,3059445,2455186,12791
1,1,1,2,61,,,,,,,,,,,,,,,,,2,5,2564139,1627519,12286
1,1,1,2,61,,,,,,,,,,,,,,,,,2,6,4243864,2684747,05474
1,1,1,2,61,,,,,,,,,,,,,,,,,2,6,4454560,3358604,04512
1,1,1,2,61,,,,,,,,,,,,,,,,,2,7,2627959,2065663,02124
1,1,1,2,61,,,,,,,,,,,,,,,,,2,8,3513653,1653593,07186
1,1,1,2,61,,,,,,,,,,,,,,,,,3,2,2031021,1570495,08716
1,1,1,2,61,,,,,,,,,,,,,,,,,3,2,2676153,1619242,13293
1,1,1,2,61,,,,,,,,,,,,,,,,,4,3,2170191,1214178,01158
1,1,1,2,61,,,,,,,,,,,,,,,,,4,6,3014983,2262226,06864
1,1,1,2,62,,,,,,,,,,,,,,,,,1,2,1156657,1105997,12503
1,1,1,2,62,,,,,,,,,,,,,,,,,1,2,1197654,1140897,02440
1,1,1,2,62,,,,,,,,,,,,,,,,,1,3,1609250,1018655,02026
1,1,1,2,62,,,,,,,,,,,,,,,,,2,2,1419181,1227931,06604
1,1,1,2,62,,,,,,,,,,,,,,,,,2,2,1504581,1029040,02381
1,1,1,2,62,,,,,,,,,,,,,,,,,2,2,1987934,1569721,11306
1,1,1,2,62,,,,,,,,,,,,,,,,,2,2,2088565,1056687,02859
1,1,1,2,62,,,,,,,,,,,,,,,,,2,2,2609652,2243780,12668
1,1,1,2,62,,,,,,,,,,,,,,,,,2,3,1230293,1021262,07093
1,1,1,2,62,,,,,,,,,,,,,,,,,2,3,1595237,1144805,04234
1,1,1,2,62,,,,,,,,,,,,,,,,,2,3,2088552,1982462,01543
1,1,1,2,62,,,,,,,,,,,,,,,,,2,3,2123855,1601933,13348
1,1,1,2,62,,,,,,,,,,,,,,,,,2,3,2920863,2509899,07379
1,1,1,2,62,,,,,,,,,,,,,,,,,2,3,534539,437669,11428
1,1,1,2,62,,,,,,,,,,,,,,,,,2,4,1479143,612843,04129
1,1,1,2,62,,,,,,,,,,,,,,,,,2,4,1931463,1529934,07376
1,1,1,2,62,,,,,,,,,,,,,,,,,2,4,2522817,1927383,05818
1,1,1,2,62,,,,,,,,,,,,,,,,,2,4,2599887,2217535,08815
1,1,1,2,62,,,,,,,,,,,,,,,,,2,4,3102024,1815951,09817
1,1,1,2,62,,,,,,,,,,,,,,,,,2,4,3306705,1684700,06341
1,1,1,2,62,,,,,,,,,,,,,,,,,2,5,3650936,2458757,12141
1,1,1,2,62,,,,,,,,,,,,,,,,,3,4,2250090,1919056,01944
1,1,1,2,62,,,,,,,,,,,,,,,,,4,2,1180564,805908,06652
1,1,1,2,62,,,,,,,,,,,,,,,,,4,3,1794115,1431372,00058
1,1,1,2,63,,,,,,,,,,,,,,,,,1,2,1198602,866468,00449
1,1,1,2,63,,,,,,,,,,,,,,,,,1,2,1287636,1069999,06337
1,1,1,2,63,,,,,,,,,,,,,,,,,1,2,1574744,1251400,02130
1,1,1,2,63,,,,,,,,,,,,,,,,,1,2,3884939,3380722,08923
1,1,1,2,63,,,,,,,,,,,,,,,,,1,2,778861,688811,06681
1,1,1,2,63,,,,,,,,,,,,,,,,,1,3,1092790,995370,08441
1,1,1,2,63,,,,,,,,,,,,,,,,,1,3,1915808,1670852,05108
1,1,1,2,63,,,,,,,,,,,,,,,,,1,3,2138286,1914266,06131
1,1,1,2,63,,,,,,,,,,,,,,,,,1,3,7024249,6573747,08887
1,1,1,2,63,,,,,,,,,,,,,,,,,1,4,1493470,1073761,07746
1,1,1,2,63,,,,,,,,,,,,,,,,,1,4,2360064,1871271,13088
1,1,1,2,63,,,,,,,,,,,,,,,,,1,4,2563305,1670922,09012
1,1,1,2,63,,,,,,,,,,,,,,,,,1,4,3433336,1985284,12057
1,1,1,2,63,,,,,,,,,,,,,,,,,1,5,2645906,1710502,03743
1,1,1,2,63,,,,,,,,,,,,,,,,,2,2,1474467,1262953,08281
1,1,1,2,63,,,,,,,,,,,,,,,,,2,2,1644128,1412748,02383
1,1,1,2,63,,,,,,,,,,,,,,,,,2,2,1668950,1350946,07673
1,1,1,2,63,,,,,,,,,,,,,,,,,2,2,2050842,1893625,07095
1,1,1,2,63,,,,,,,,,,,,,,,,,2,2,2129851,1093786,13270
1,1,1,2,63,,,,,,,,,,,,,,,,,2,2,826224,806224,12290
1,1,1,2,63,,,,,,,,,,,,,,,,,2,2,997053,883954,12331
1,1,1,2,63,,,,,,,,,,,,,,,,,2,3,1390434,1297934,04317
1,1,1,2,63,,,,,,,,,,,,,,,,,2,3,1465434,1291903,06819
1,1,1,2,63,,,,,,,,,,,,,,,,,2,3,1663608,1199823,11544
1,1,1,2,63,,,,,,,,,,,,,,,,,2,3,2036847,1427212,11528
1,1,1,2,63,,,,,,,,,,,,,,,,,2,3,2449329,1718358,12671
1,1,1,2,63,,,,,,,,,,,,,,,,,2,4,1433569,1142609,00372
1,1,1,2,63,,,,,,,,,,,,,,,,,2,4,1727934,1294707,11360
1,1,1,2,63,,,,,,,,,,,,,,,,,2,4,1792785,1108449,03326
1,1,1,2,63,,,,,,,,,,,,,,,,,2,4,1844915,1446805,10741
1,1,1,2,63,,,,,,,,,,,,,,,,,2,4,2115292,1210312,08647
1,1,1,2,63,,,,,,,,,,,,,,,,,2,5,2470776,1971448,12186
1,1,1,2,63,,,,,,,,,,,,,,,,,2,5,2518562,1807525,09807
1,1,1,2,63,,,,,,,,,,,,,,,,,2,6,2511434,1843379,05497
