id,성별,연령대,가구원수,소득구간
15798,여성,20대,2인가구,중간소득(월 300~700만원 미만)
20134,여성,60대,2인가구,저소득(월 300만원 미만)
6946,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
1045,남성,60대,1인가구,중간소득(월 300~700만원 미만)
2582,남성,30대,2인가구,중간소득(월 300~700만원 미만)
1806,여성,50대,1인가구,중간소득(월 300~700만원 미만)
5699,남성,50대,3인가구 이상,고소득(월 700만원 이상)
23381,남성,20대,3인가구 이상,중간소득(월 300~700만원 미만)
17395,남성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
19983,여성,60대,2인가구,저소득(월 300만원 미만)
23278,여성,20대,3인가구 이상,고소득(월 700만원 이상)
8114,남성,60대,1인가구,중간소득(월 300~700만원 미만)
2262,여성,70대 이상,1인가구,저소득(월 300만원 미만)
20412,여성,70대 이상,2인가구,저소득(월 300만원 미만)
7370,여성,30대,3인가구 이상,고소득(월 700만원 이상)
12479,남성,50대,3인가구 이상,고소득(월 700만원 이상)
17408,남성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
20156,여성,70대 이상,2인가구,저소득(월 300만원 미만)
8576,여성,30대,1인가구,저소득(월 300만원 미만)
11330,남성,70대 이상,2인가구,저소득(월 300만원 미만)
9013,여성,60대,1인가구,저소득(월 300만원 미만)
994,남성,60대,1인가구,저소득(월 300만원 미만)
17458,여성,30대,3인가구 이상,고소득(월 700만원 이상)
16274,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
7355,남성,70대 이상,3인가구 이상,중간소득(월 300~700만원 미만)
15313,남성,70대 이상,2인가구,저소득(월 300만원 미만)
6801,남성,40대,3인가구 이상,고소득(월 700만원 이상)
16268,여성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
13246,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
9501,여성,70대 이상,1인가구,저소득(월 300만원 미만)
16972,여성,60대,3인가구 이상,중간소득(월 300~700만원 미만)
16234,여성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
20662,여성,70대 이상,2인가구,저소득(월 300만원 미만)
8142,남성,60대,1인가구,저소득(월 300만원 미만)
13347,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
4861,여성,60대,2인가구,중간소득(월 300~700만원 미만)
21208,여성,20대,2인가구,저소득(월 300만원 미만)
22453,여성,50대,3인가구 이상,고소득(월 700만원 이상)
12189,남성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
23977,남성,20대,3인가구 이상,중간소득(월 300~700만원 미만)
47,남성,20대,1인가구,저소득(월 300만원 미만)
4693,여성,50대,2인가구,중간소득(월 300~700만원 미만)
13251,남성,50대,3인가구 이상,고소득(월 700만원 이상)
17927,여성,40대,3인가구 이상,고소득(월 700만원 이상)
6981,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
2197,여성,70대 이상,1인가구,저소득(월 300만원 미만)
5115,남성,30대,3인가구 이상,고소득(월 700만원 이상)
22302,여성,50대,3인가구 이상,고소득(월 700만원 이상)
19895,여성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
13453,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
3871,남성,70대 이상,2인가구,고소득(월 700만원 이상)
20,남성,20대,1인가구,저소득(월 300만원 미만)
21332,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
14804,여성,60대,2인가구,저소득(월 300만원 미만)
17389,남성,60대,3인가구 이상,중간소득(월 300~700만원 미만)
14732,여성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
8424,남성,70대 이상,1인가구,저소득(월 300만원 미만)
12299,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
19678,여성,60대,2인가구,저소득(월 300만원 미만)
7232,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
17486,여성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
20791,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
20773,남성,50대,2인가구,고소득(월 700만원 이상)
5496,남성,40대,3인가구 이상,저소득(월 300만원 미만)
13586,여성,20대,2인가구,고소득(월 700만원 이상)
28257,여성,20대,3인가구 이상,고소득(월 700만원 이상)
20026,여성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
17411,여성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
5735,남성,50대,3인가구 이상,고소득(월 700만원 이상)
8682,여성,50대,1인가구,고소득(월 700만원 이상)
1780,여성,50대,1인가구,저소득(월 300만원 미만)
9070,여성,70대 이상,1인가구,저소득(월 300만원 미만)
5507,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
10822,남성,70대 이상,2인가구,저소득(월 300만원 미만)
25665,남성,20대,3인가구 이상,중간소득(월 300~700만원 미만)
17258,남성,50대,3인가구 이상,고소득(월 700만원 이상)
5800,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
8224,남성,60대,1인가구,저소득(월 300만원 미만)
12139,여성,70대 이상,2인가구,저소득(월 300만원 미만)
28803,여성,60대,3인가구 이상,고소득(월 700만원 이상)
14878,여성,70대 이상,2인가구,저소득(월 300만원 미만)
20441,여성,70대 이상,2인가구,저소득(월 300만원 미만)
9836,남성,50대,2인가구,중간소득(월 300~700만원 미만)
21712,여성,60대,3인가구 이상,중간소득(월 300~700만원 미만)
6619,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
9789,남성,50대,2인가구,중간소득(월 300~700만원 미만)
9970,남성,60대,2인가구,저소득(월 300만원 미만)
16220,남성,60대,3인가구 이상,중간소득(월 300~700만원 미만)
17799,여성,40대,3인가구 이상,고소득(월 700만원 이상)
14746,여성,60대,2인가구,저소득(월 300만원 미만)
9121,여성,70대 이상,1인가구,중간소득(월 300~700만원 미만)
22326,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
6068,여성,30대,3인가구 이상,고소득(월 700만원 이상)
1455,여성,30대,1인가구,중간소득(월 300~700만원 미만)
20560,여성,70대 이상,2인가구,저소득(월 300만원 미만)
9975,남성,60대,2인가구,중간소득(월 300~700만원 미만)
1566,여성,30대,1인가구,저소득(월 300만원 미만)
22136,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
13414,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
19657,여성,60대,2인가구,저소득(월 300만원 미만)
23154,여성,70대 이상,3인가구 이상,중간소득(월 300~700만원 미만)
11011,남성,70대 이상,2인가구,저소득(월 300만원 미만)
21127,여성,70대 이상,2인가구,저소득(월 300만원 미만)
19569,여성,60대,2인가구,저소득(월 300만원 미만)
1808,여성,50대,1인가구,저소득(월 300만원 미만)
451,남성,30대,1인가구,중간소득(월 300~700만원 미만)
12981,남성,30대,3인가구 이상,고소득(월 700만원 이상)
5676,남성,50대,3인가구 이상,고소득(월 700만원 이상)
3279,남성,60대,2인가구,중간소득(월 300~700만원 미만)
11348,남성,70대 이상,2인가구,저소득(월 300만원 미만)
11587,여성,30대,2인가구,고소득(월 700만원 이상)
9597,여성,70대 이상,1인가구,저소득(월 300만원 미만)
12493,남성,60대,3인가구 이상,중간소득(월 300~700만원 미만)
20572,여성,70대 이상,2인가구,저소득(월 300만원 미만)
1447,여성,30대,1인가구,중간소득(월 300~700만원 미만)
21631,여성,60대,3인가구 이상,중간소득(월 300~700만원 미만)
13858,여성,50대,2인가구,고소득(월 700만원 이상)
14435,여성,60대,2인가구,고소득(월 700만원 이상)
21531,여성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
6609,남성,40대,3인가구 이상,고소득(월 700만원 이상)
15790,남성,20대,2인가구,중간소득(월 300~700만원 미만)
1385,여성,20대,1인가구,중간소득(월 300~700만원 미만)
11211,남성,70대 이상,2인가구,저소득(월 300만원 미만)
158,남성,20대,1인가구,중간소득(월 300~700만원 미만)
13269,남성,60대,3인가구 이상,고소득(월 700만원 이상)
8735,여성,50대,1인가구,중간소득(월 300~700만원 미만)
472,남성,30대,1인가구,저소득(월 300만원 미만)
14598,여성,60대,2인가구,중간소득(월 300~700만원 미만)
8935,여성,60대,1인가구,저소득(월 300만원 미만)
14898,여성,70대 이상,2인가구,저소득(월 300만원 미만)
13941,여성,50대,2인가구,중간소득(월 300~700만원 미만)
1735,여성,50대,1인가구,중간소득(월 300~700만원 미만)
4922,남성,50대,3인가구 이상,고소득(월 700만원 이상)
4624,여성,40대,2인가구,저소득(월 300만원 미만)
12291,남성,40대,3인가구 이상,고소득(월 700만원 이상)
6690,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
14613,여성,60대,2인가구,중간소득(월 300~700만원 미만)
12964,여성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
24961,여성,30대,3인가구 이상,고소득(월 700만원 이상)
25016,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
25871,여성,20대,3인가구 이상,중간소득(월 300~700만원 미만)
3374,남성,60대,2인가구,고소득(월 700만원 이상)
12710,남성,70대 이상,3인가구 이상,고소득(월 700만원 이상)
10927,남성,70대 이상,2인가구,저소득(월 300만원 미만)
5118,남성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
19964,여성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
4121,여성,60대,2인가구,중간소득(월 300~700만원 미만)
24890,남성,20대,3인가구 이상,고소득(월 700만원 이상)
13429,남성,50대,3인가구 이상,고소득(월 700만원 이상)
24057,여성,50대,3인가구 이상,고소득(월 700만원 이상)
10733,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
17466,여성,20대,3인가구 이상,중간소득(월 300~700만원 미만)
3546,남성,60대,2인가구,중간소득(월 300~700만원 미만)
9390,여성,70대 이상,1인가구,저소득(월 300만원 미만)
1766,여성,50대,1인가구,저소득(월 300만원 미만)
10730,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
14451,여성,60대,2인가구,고소득(월 700만원 이상)
20952,여성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
14411,여성,60대,2인가구,중간소득(월 300~700만원 미만)
18219,여성,50대,3인가구 이상,고소득(월 700만원 이상)
6159,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
5325,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
5922,남성,60대,3인가구 이상,고소득(월 700만원 이상)
5331,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
8053,남성,60대,1인가구,저소득(월 300만원 미만)
2624,남성,30대,2인가구,고소득(월 700만원 이상)
3860,남성,70대 이상,2인가구,저소득(월 300만원 미만)
17050,여성,60대,3인가구 이상,중간소득(월 300~700만원 미만)
13141,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
13362,남성,70대 이상,3인가구 이상,중간소득(월 300~700만원 미만)
7999,남성,50대,1인가구,저소득(월 300만원 미만)
10055,남성,60대,2인가구,중간소득(월 300~700만원 미만)
15415,여성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
23949,여성,20대,3인가구 이상,고소득(월 700만원 이상)
22094,여성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
20660,여성,70대 이상,2인가구,저소득(월 300만원 미만)
10500,남성,60대,2인가구,중간소득(월 300~700만원 미만)
16241,여성,30대,3인가구 이상,고소득(월 700만원 이상)
8226,남성,60대,1인가구,중간소득(월 300~700만원 미만)
13357,남성,70대 이상,3인가구 이상,중간소득(월 300~700만원 미만)
25589,남성,20대,3인가구 이상,고소득(월 700만원 이상)
15114,남성,60대,2인가구,고소득(월 700만원 이상)
10294,남성,60대,2인가구,저소득(월 300만원 미만)
26114,남성,20대,3인가구 이상,중간소득(월 300~700만원 미만)
25878,남성,40대,3인가구 이상,저소득(월 300만원 미만)
15017,남성,40대,2인가구,중간소득(월 300~700만원 미만)
6779,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
10675,남성,70대 이상,2인가구,저소득(월 300만원 미만)
9208,여성,70대 이상,1인가구,저소득(월 300만원 미만)
10673,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
12271,남성,40대,3인가구 이상,고소득(월 700만원 이상)
9743,남성,50대,2인가구,중간소득(월 300~700만원 미만)
7560,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
6672,남성,40대,3인가구 이상,고소득(월 700만원 이상)
11070,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
13238,남성,50대,3인가구 이상,고소득(월 700만원 이상)
9289,여성,70대 이상,1인가구,저소득(월 300만원 미만)
10550,남성,60대,2인가구,저소득(월 300만원 미만)
3880,남성,70대 이상,2인가구,저소득(월 300만원 미만)
10325,남성,60대,2인가구,중간소득(월 300~700만원 미만)
3343,남성,60대,2인가구,중간소득(월 300~700만원 미만)
17889,여성,40대,3인가구 이상,고소득(월 700만원 이상)
8487,여성,20대,1인가구,중간소득(월 300~700만원 미만)
19306,여성,60대,2인가구,중간소득(월 300~700만원 미만)
15010,남성,30대,2인가구,고소득(월 700만원 이상)
8287,남성,70대 이상,1인가구,저소득(월 300만원 미만)
21720,여성,60대,3인가구 이상,중간소득(월 300~700만원 미만)
19904,여성,70대 이상,2인가구,저소득(월 300만원 미만)
22199,여성,40대,3인가구 이상,고소득(월 700만원 이상)
7035,남성,40대,3인가구 이상,고소득(월 700만원 이상)
18510,여성,30대,3인가구 이상,저소득(월 300만원 미만)
25093,남성,70대 이상,3인가구 이상,중간소득(월 300~700만원 미만)
703,남성,40대,1인가구,저소득(월 300만원 미만)
20835,남성,70대 이상,2인가구,저소득(월 300만원 미만)
6747,남성,40대,3인가구 이상,고소득(월 700만원 이상)
15979,남성,60대,3인가구 이상,중간소득(월 300~700만원 미만)
9552,여성,70대 이상,1인가구,저소득(월 300만원 미만)
9402,여성,70대 이상,1인가구,저소득(월 300만원 미만)
20044,여성,70대 이상,2인가구,저소득(월 300만원 미만)
19302,여성,60대,2인가구,중간소득(월 300~700만원 미만)
24925,여성,20대,3인가구 이상,중간소득(월 300~700만원 미만)
12483,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
6133,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
11663,여성,60대,2인가구,고소득(월 700만원 이상)
15888,여성,30대,2인가구,저소득(월 300만원 미만)
1733,여성,50대,1인가구,중간소득(월 300~700만원 미만)
20932,여성,70대 이상,2인가구,저소득(월 300만원 미만)
11505,남성,70대 이상,2인가구,저소득(월 300만원 미만)
9358,여성,70대 이상,1인가구,저소득(월 300만원 미만)
18112,여성,40대,3인가구 이상,고소득(월 700만원 이상)
13587,여성,20대,2인가구,중간소득(월 300~700만원 미만)
9276,여성,70대 이상,1인가구,저소득(월 300만원 미만)
19746,여성,60대,2인가구,저소득(월 300만원 미만)
8583,여성,30대,1인가구,저소득(월 300만원 미만)
25773,남성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
15754,여성,20대,2인가구,중간소득(월 300~700만원 미만)
15525,남성,40대,2인가구,저소득(월 300만원 미만)
1748,여성,50대,1인가구,저소득(월 300만원 미만)
5219,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
11619,여성,50대,2인가구,고소득(월 700만원 이상)
20870,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
22186,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
12805,여성,30대,3인가구 이상,저소득(월 300만원 미만)
7260,남성,50대,3인가구 이상,고소득(월 700만원 이상)
19755,여성,70대 이상,2인가구,고소득(월 700만원 이상)
15249,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
11315,남성,70대 이상,2인가구,저소득(월 300만원 미만)
3436,남성,60대,2인가구,중간소득(월 300~700만원 미만)
9145,여성,70대 이상,1인가구,저소득(월 300만원 미만)
13726,여성,30대,2인가구,중간소득(월 300~700만원 미만)
2477,남성,30대,2인가구,고소득(월 700만원 이상)
3979,여성,40대,2인가구,중간소득(월 300~700만원 미만)
10740,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
8886,여성,60대,1인가구,저소득(월 300만원 미만)
13164,남성,50대,3인가구 이상,저소득(월 300만원 미만)
12336,남성,50대,3인가구 이상,고소득(월 700만원 이상)
4099,여성,60대,2인가구,저소득(월 300만원 미만)
8438,남성,70대 이상,1인가구,중간소득(월 300~700만원 미만)
13391,남성,40대,3인가구 이상,고소득(월 700만원 이상)
23957,남성,20대,3인가구 이상,중간소득(월 300~700만원 미만)
10676,남성,70대 이상,2인가구,저소득(월 300만원 미만)
337,남성,30대,1인가구,고소득(월 700만원 이상)
15760,남성,20대,2인가구,고소득(월 700만원 이상)
11553,남성,70대 이상,2인가구,저소득(월 300만원 미만)
13303,남성,70대 이상,3인가구 이상,저소득(월 300만원 미만)
25495,여성,20대,3인가구 이상,고소득(월 700만원 이상)
20430,여성,60대,2인가구,저소득(월 300만원 미만)
7599,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
17884,여성,40대,3인가구 이상,고소득(월 700만원 이상)
17571,여성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
16125,여성,30대,3인가구 이상,고소득(월 700만원 이상)
2611,남성,30대,2인가구,고소득(월 700만원 이상)
5535,남성,50대,3인가구 이상,고소득(월 700만원 이상)
14168,여성,50대,2인가구,중간소득(월 300~700만원 미만)
15026,남성,40대,2인가구,저소득(월 300만원 미만)
11467,남성,70대 이상,2인가구,저소득(월 300만원 미만)
18950,여성,50대,2인가구,저소득(월 300만원 미만)
19283,여성,60대,2인가구,중간소득(월 300~700만원 미만)
13290,남성,60대,3인가구 이상,고소득(월 700만원 이상)
14324,여성,60대,2인가구,중간소득(월 300~700만원 미만)
13478,남성,20대,2인가구,저소득(월 300만원 미만)
15155,남성,60대,2인가구,저소득(월 300만원 미만)
884,남성,50대,1인가구,저소득(월 300만원 미만)
16238,여성,30대,3인가구 이상,고소득(월 700만원 이상)
5598,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
12316,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
9536,여성,70대 이상,1인가구,저소득(월 300만원 미만)
18602,여성,40대,3인가구 이상,고소득(월 700만원 이상)
1201,여성,20대,1인가구,저소득(월 300만원 미만)
8045,남성,60대,1인가구,중간소득(월 300~700만원 미만)
3054,남성,50대,2인가구,고소득(월 700만원 이상)
20702,남성,50대,2인가구,고소득(월 700만원 이상)
310,남성,30대,1인가구,중간소득(월 300~700만원 미만)
8057,남성,60대,1인가구,저소득(월 300만원 미만)
25700,여성,20대,3인가구 이상,고소득(월 700만원 이상)
4444,남성,60대,2인가구,중간소득(월 300~700만원 미만)
7509,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
23267,남성,20대,3인가구 이상,고소득(월 700만원 이상)
3932,여성,30대,2인가구,중간소득(월 300~700만원 미만)
20135,여성,60대,2인가구,저소득(월 300만원 미만)
18085,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
3182,남성,60대,2인가구,중간소득(월 300~700만원 미만)
28641,여성,60대,3인가구 이상,고소득(월 700만원 이상)
8064,남성,60대,1인가구,저소득(월 300만원 미만)
1594,여성,30대,1인가구,중간소득(월 300~700만원 미만)
6712,남성,40대,3인가구 이상,고소득(월 700만원 이상)
12238,남성,40대,3인가구 이상,고소득(월 700만원 이상)
1376,여성,20대,1인가구,중간소득(월 300~700만원 미만)
4790,여성,60대,2인가구,중간소득(월 300~700만원 미만)
4423,남성,50대,2인가구,중간소득(월 300~700만원 미만)
5382,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
3423,남성,60대,2인가구,고소득(월 700만원 이상)
20768,남성,60대,2인가구,고소득(월 700만원 이상)
4603,여성,40대,2인가구,고소득(월 700만원 이상)
19656,여성,60대,2인가구,저소득(월 300만원 미만)
1883,여성,50대,1인가구,중간소득(월 300~700만원 미만)
2186,여성,70대 이상,1인가구,저소득(월 300만원 미만)
5135,남성,30대,3인가구 이상,고소득(월 700만원 이상)
16299,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
20184,여성,70대 이상,2인가구,저소득(월 300만원 미만)
11091,남성,70대 이상,2인가구,저소득(월 300만원 미만)
8958,여성,60대,1인가구,중간소득(월 300~700만원 미만)
20414,여성,70대 이상,2인가구,저소득(월 300만원 미만)
5030,남성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
7062,남성,50대,3인가구 이상,고소득(월 700만원 이상)
16946,여성,60대,3인가구 이상,고소득(월 700만원 이상)
25695,남성,20대,3인가구 이상,중간소득(월 300~700만원 미만)
25007,여성,20대,3인가구 이상,중간소득(월 300~700만원 미만)
13443,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
4430,남성,50대,2인가구,고소득(월 700만원 이상)
5989,남성,60대,3인가구 이상,중간소득(월 300~700만원 미만)
5434,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
15956,남성,50대,2인가구,저소득(월 300만원 미만)
15357,여성,60대,2인가구,중간소득(월 300~700만원 미만)
2368,여성,70대 이상,1인가구,저소득(월 300만원 미만)
11676,여성,60대,2인가구,중간소득(월 300~700만원 미만)
7371,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
14622,여성,60대,2인가구,중간소득(월 300~700만원 미만)
5906,남성,60대,3인가구 이상,고소득(월 700만원 이상)
21185,여성,70대 이상,2인가구,저소득(월 300만원 미만)
14153,여성,50대,2인가구,고소득(월 700만원 이상)
21319,여성,40대,3인가구 이상,고소득(월 700만원 이상)
15253,남성,60대,2인가구,저소득(월 300만원 미만)
9374,여성,70대 이상,1인가구,저소득(월 300만원 미만)
13367,여성,40대,3인가구 이상,고소득(월 700만원 이상)
10731,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
6030,남성,70대 이상,3인가구 이상,중간소득(월 300~700만원 미만)
6279,여성,50대,3인가구 이상,고소득(월 700만원 이상)
22322,여성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
7514,남성,40대,3인가구 이상,고소득(월 700만원 이상)
7140,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
22183,여성,40대,3인가구 이상,고소득(월 700만원 이상)
10990,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
16365,여성,40대,3인가구 이상,고소득(월 700만원 이상)
2815,남성,50대,2인가구,고소득(월 700만원 이상)
12771,남성,70대 이상,3인가구 이상,고소득(월 700만원 이상)
132,남성,20대,1인가구,중간소득(월 300~700만원 미만)
7288,남성,50대,3인가구 이상,고소득(월 700만원 이상)
26112,여성,20대,3인가구 이상,중간소득(월 300~700만원 미만)
18084,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
14588,여성,60대,2인가구,중간소득(월 300~700만원 미만)
17471,여성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
297,남성,30대,1인가구,중간소득(월 300~700만원 미만)
14050,여성,50대,2인가구,중간소득(월 300~700만원 미만)
13461,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
21161,남성,30대,2인가구,중간소득(월 300~700만원 미만)
18020,여성,40대,3인가구 이상,고소득(월 700만원 이상)
13214,남성,50대,3인가구 이상,고소득(월 700만원 이상)
3071,남성,50대,2인가구,중간소득(월 300~700만원 미만)
16470,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
16370,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
9388,여성,70대 이상,1인가구,저소득(월 300만원 미만)
12725,남성,70대 이상,3인가구 이상,중간소득(월 300~700만원 미만)
7372,여성,40대,3인가구 이상,고소득(월 700만원 이상)
25705,여성,30대,3인가구 이상,고소득(월 700만원 이상)
4051,여성,50대,2인가구,저소득(월 300만원 미만)
9224,여성,70대 이상,1인가구,저소득(월 300만원 미만)
6186,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
9372,여성,70대 이상,1인가구,저소득(월 300만원 미만)
20797,남성,60대,2인가구,고소득(월 700만원 이상)
21557,남성,70대 이상,3인가구 이상,중간소득(월 300~700만원 미만)
15860,남성,40대,2인가구,저소득(월 300만원 미만)
324,남성,30대,1인가구,중간소득(월 300~700만원 미만)
1586,여성,30대,1인가구,중간소득(월 300~700만원 미만)
518,남성,30대,1인가구,중간소득(월 300~700만원 미만)
12257,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
15031,여성,40대,2인가구,고소득(월 700만원 이상)
19808,여성,60대,2인가구,저소득(월 300만원 미만)
21559,여성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
20388,여성,70대 이상,2인가구,저소득(월 300만원 미만)
17091,여성,70대 이상,3인가구 이상,중간소득(월 300~700만원 미만)
13825,여성,40대,2인가구,고소득(월 700만원 이상)
5308,남성,40대,3인가구 이상,고소득(월 700만원 이상)
5102,남성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
8387,남성,70대 이상,1인가구,저소득(월 300만원 미만)
2670,남성,40대,2인가구,고소득(월 700만원 이상)
19728,여성,60대,2인가구,고소득(월 700만원 이상)
8582,여성,30대,1인가구,저소득(월 300만원 미만)
8300,남성,70대 이상,1인가구,저소득(월 300만원 미만)
5035,남성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
18935,여성,50대,2인가구,중간소득(월 300~700만원 미만)
12205,남성,30대,3인가구 이상,중간소득(월 300~700만원 미만)
428,남성,30대,1인가구,중간소득(월 300~700만원 미만)
3669,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
8678,여성,50대,1인가구,중간소득(월 300~700만원 미만)
23822,여성,70대 이상,3인가구 이상,중간소득(월 300~700만원 미만)
3983,여성,40대,2인가구,고소득(월 700만원 이상)
19026,여성,50대,2인가구,중간소득(월 300~700만원 미만)
8897,여성,60대,1인가구,중간소득(월 300~700만원 미만)
9963,남성,60대,2인가구,중간소득(월 300~700만원 미만)
13092,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
25017,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
22145,여성,40대,3인가구 이상,고소득(월 700만원 이상)
28643,남성,40대,3인가구 이상,고소득(월 700만원 이상)
20290,여성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
19436,여성,70대 이상,2인가구,저소득(월 300만원 미만)
10953,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
7559,남성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
5378,남성,40대,3인가구 이상,저소득(월 300만원 미만)
23460,남성,20대,3인가구 이상,고소득(월 700만원 이상)
3189,남성,60대,2인가구,고소득(월 700만원 이상)
16219,여성,70대 이상,3인가구 이상,저소득(월 300만원 미만)
26147,여성,70대 이상,3인가구 이상,중간소득(월 300~700만원 미만)
11829,남성,50대,2인가구,저소득(월 300만원 미만)
15480,남성,20대,2인가구,저소득(월 300만원 미만)
16673,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
3713,남성,70대 이상,2인가구,중간소득(월 300~700만원 미만)
3407,남성,60대,2인가구,중간소득(월 300~700만원 미만)
2187,여성,70대 이상,1인가구,저소득(월 300만원 미만)
3813,남성,70대 이상,2인가구,저소득(월 300만원 미만)
9755,남성,50대,2인가구,저소득(월 300만원 미만)
13971,여성,50대,2인가구,고소득(월 700만원 이상)
9254,여성,70대 이상,1인가구,저소득(월 300만원 미만)
21455,여성,70대 이상,3인가구 이상,중간소득(월 300~700만원 미만)
21791,여성,60대,3인가구 이상,고소득(월 700만원 이상)
15027,남성,40대,2인가구,저소득(월 300만원 미만)
19273,여성,50대,2인가구,고소득(월 700만원 이상)
16785,여성,50대,3인가구 이상,고소득(월 700만원 이상)
4733,여성,50대,2인가구,중간소득(월 300~700만원 미만)
2740,남성,40대,2인가구,중간소득(월 300~700만원 미만)
14210,여성,50대,2인가구,고소득(월 700만원 이상)
19192,여성,60대,2인가구,저소득(월 300만원 미만)
26465,여성,30대,3인가구 이상,고소득(월 700만원 이상)
22509,여성,40대,3인가구 이상,중간소득(월 300~700만원 미만)
12358,남성,50대,3인가구 이상,중간소득(월 300~700만원 미만)
8153,남성,60대,1인가구,저소득(월 300만원 미만)
